audit_id,run_id,institution_name,source_id,source_name,candidate_title,candidate_url,canonical_item_url,normalized_title,content_fingerprint,raw_date_text,publication_date,announcement_date,campaign_start_date,campaign_end_date,event_date_type,recency_basis_date,recency_basis_reason,is_active_campaign,active_campaign_reason,normalized_item_date,date_confidence,date_source,is_recent,recency_cutoff,recency_reason,development_candidate_type,is_actual_development,actual_development_reason,item_quality,saved_to_recent_items,rejected_reason,duplicate_of_recent_item_id,checked_at
RIAUD-f759e783b172,RUN-20260616124128,QNB Finansbank,REG-063,QNB KOBİ POS Çözümleri,Hemen Başvur,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/ceppos#pos_basvuru,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/ceppos,hemen başvur,3a3de4cbf8c98230b9a057125e5ffa6d507ea86762f0e3d32c72a66c11226df3,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.112878+00:00
RIAUD-beb9be21e382,RUN-20260616124128,QNB Finansbank,REG-063,QNB KOBİ POS Çözümleri,Mobil POS,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/mobil-pos,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/mobil-pos,mobil pos,21b6a8fa05bef55156b89a60b38592704b703d18ba5e970cde7977aed9b95f9e,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.113168+00:00
RIAUD-b8075f79d396,RUN-20260616124128,QNB Finansbank,REG-063,QNB KOBİ POS Çözümleri,Temassız POS,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/temassiz-taksitli-pos,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/temassiz-taksitli-pos,temassız pos,6f0cccecd377a099b2998975882543dff467101d8ae6ddb5cca38dbde3b979b5,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.113434+00:00
RIAUD-d901d59af69c,RUN-20260616124128,QNB Finansbank,REG-063,QNB KOBİ POS Çözümleri,POS Kılavuzu,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/pos-kilavuzu,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/pos-kilavuzu,pos kılavuzu,66fa707030a7079735fab0fad0896a6e7caf434eede1bf9b224eb4c1fa44ede1,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.113716+00:00
RIAUD-9e63479e2a90,RUN-20260616124128,QNB Finansbank,REG-063,QNB KOBİ POS Çözümleri,Dijital Slip,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/dijital-slip,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/dijital-slip,dijital slip,ddc25f7d8e3f0cb159a7c4c5344f7f67608afdca151db92c536864e0e4e16758,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.113954+00:00
RIAUD-d37954ba82f2,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Dijital Kanallarımız Üzerinden İlk Kez Ticari Kredi Kartı Alan Müşterilerimize Her Yerde 3 Taksit Fırsatı!,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/dijital-kanallarimiz-uzerinden-ilk-kez-ticari-kredi-karti-alan-musterilerimize-her-yerde-3-taksit-firsati,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/dijital-kanallarimiz-uzerinden-ilk-kez-ticari-kredi-karti-alan-musterilerimize-her-yerde-3-taksit-firsati,dijital kanallarımız üzerinden i̇lk kez ticari kredi kartı alan müşterilerimize her yerde 3 taksit fırsatı!,d37d9f9a691d8df8ea9ebdfdb6234091cf644e0e6d90674793d82c6a80c71bba,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.305516+00:00
RIAUD-8fdfdf24af0b,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Dijital Kanallarımız Üzerinden İlk Kez Ticari Kredi Kartı Alan Müşterilerimiz İlk Yıl Ticari Kart Yıllık Üyelik Ücreti Ödemiyor!,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/dijital-kanallarimiz-uzerinden-ilk-kez-ticari-kredi-karti-alan-musterilerimiz-ilk-yil-ticari-kart-yillik-uyelik-ucreti-odemiyor,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/dijital-kanallarimiz-uzerinden-ilk-kez-ticari-kredi-karti-alan-musterilerimiz-ilk-yil-ticari-kart-yillik-uyelik-ucreti-odemiyor,dijital kanallarımız üzerinden i̇lk kez ticari kredi kartı alan müşterilerimiz i̇lk yıl ticari kart yıllık üyelik ücreti ödemiyor!,d5988481af2a4e04de10eeff6965442193b85fd84b70b7d1b916fb89048e1352,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.306044+00:00
RIAUD-840bc1cd79d2,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Mastercard X Galataport Otopark 1TL Kampanyası,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/mastercard-x-galataport-otopark-1tl-kampanyasi,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/mastercard-x-galataport-otopark-1tl-kampanyasi,mastercard x galataport otopark 1tl kampanyası,faf1d3e4e25fd111facd243f75187a52f63aeb4bc7f19945368ece3ed59c3ffa,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.306341+00:00
RIAUD-a31bd2c3254b,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Workinton Sanal Ofis Pratik Paket’te %50 İndirim Fırsatı!,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/workinton-sanal-ofis-pratik-pakette-50-indirim-firsati,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/workinton-sanal-ofis-pratik-pakette-50-indirim-firsati,workinton sanal ofis pratik paket’te %50 i̇ndirim fırsatı!,f8fcc0b1aca77b5b0f84780c9a9a5a93e3cb2d71026b831f5e2606b168c1ffdd,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.306684+00:00
RIAUD-598e1cf0b820,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Silver Logolu Mastercard Sahiplerine Özel Sabiha Gökçen İç Hatlar Terminali'nde Geçerli Ücretsiz Hızlı Geçiş!,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/silver-logolu-mastercard-sahiplerine-ozel-sabiha-gokcen-ic-hatlar-terminalinde-gecerli-ucretsiz-hizli-gecis,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/silver-logolu-mastercard-sahiplerine-ozel-sabiha-gokcen-ic-hatlar-terminalinde-gecerli-ucretsiz-hizli-gecis,silver logolu mastercard sahiplerine özel sabiha gökçen i̇ç hatlar terminali'nde geçerli ücretsiz hızlı geçiş!,270a79108ae8e450d53c45d059471af5014a70ff51ff6d33e0b014eb99fcefa9,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.307116+00:00
RIAUD-6031639fb4f1,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Folio AI üyeliklerinde %25 indirim!,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/folio-ai-uyeliklerinde-25-indirim,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/folio-ai-uyeliklerinde-25-indirim,folio ai üyeliklerinde %25 indirim!,83bd5db727d875536f737ce17b1313236979dcd8889db2d221df92852f56ada3,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.307493+00:00
RIAUD-ad2664496ba2,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Silver Logolu Mastercard Sahiplerine Özel Sabiha Gökçen Dış Hatlar Terminali'nde Geçerli Ücretsiz Hızlı Geçiş!,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/silver-logolu-mastercard-sahiplerine-ozel-sabiha-gokcen-dis-hatlar-terminalinde-gecerli-ucretsiz-hizli-gecis,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari/silver-logolu-mastercard-sahiplerine-ozel-sabiha-gokcen-dis-hatlar-terminalinde-gecerli-ucretsiz-hizli-gecis,silver logolu mastercard sahiplerine özel sabiha gökçen dış hatlar terminali'nde geçerli ücretsiz hızlı geçiş!,d8dd9a2c7c28412d12f4292688a210b74cb3f6250a6c0ec6a43395d15209ffab,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.307855+00:00
RIAUD-4bf9d2bebffb,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Babalar Günü Kampanyası ile 1000 TL’ye Varan ParaPuan kazanın!,https://www.qnbcard.com.tr/kampanyalar/babalar-gunu-kampanyasi-ile-1000-tlye-varan-parapuan-kazanin-42943,https://www.qnbcard.com.tr/kampanyalar/babalar-gunu-kampanyasi-ile-1000-tlye-varan-parapuan-kazanin-42943,babalar günü kampanyası ile 1000 tl’ye varan parapuan kazanın!,3a0c49e8b78e3d60ac746bc0d2c01c05ee015974dd5f465dc2de31939ebd0bcf,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.308153+00:00
RIAUD-fa8e9f8792e7,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Hepsiburada'da peşin fiyatına 3 taksit!,https://www.qnbcard.com.tr/kampanyalar/hepsiburadada-pesin-fiyatina-3-taksit-40307,https://www.qnbcard.com.tr/kampanyalar/hepsiburadada-pesin-fiyatina-3-taksit-40307,hepsiburada'da peşin fiyatına 3 taksit!,d97aed5d511c6eebf9e485c4d9ec5e1e6eb017d760564eee15bb0d596f37f8d1,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.308398+00:00
RIAUD-b37b58dd3725,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,QNB Dijital Ödeme Çözümleriyle 750 TL ParaPuan Hediye!,https://www.qnbcard.com.tr/kampanyalar/qnb-dijital-odeme-cozumleriyle-750-tl-parapuan-hediye-42933,https://www.qnbcard.com.tr/kampanyalar/qnb-dijital-odeme-cozumleriyle-750-tl-parapuan-hediye-42933,qnb dijital ödeme çözümleriyle 750 tl parapuan hediye!,979244cce545e8784c915a81809680b45f3fdf8c9af22bcb79654952970bf32c,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.308697+00:00
RIAUD-3e0e0d74475d,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Mobilet'te seçili etkinliklerde %25'e varan indirim!,https://www.qnbcard.com.tr/kampanyalar/mobilette-indirim-ayricaligi-40772,https://www.qnbcard.com.tr/kampanyalar/mobilette-indirim-ayricaligi-40772,mobilet'te seçili etkinliklerde %25'e varan indirim!,3865988ddb0a5fefa74e6b9a01729e2a875ba8a93d878d5e49f25a6ef495de92,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.308970+00:00
RIAUD-f7e161c5233d,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Amazon'da peşin fiyatına 3 taksit!,https://www.qnbcard.com.tr/kampanyalar/amazonda-pesin-fiyatina-3-taksit-42359,https://www.qnbcard.com.tr/kampanyalar/amazonda-pesin-fiyatina-3-taksit-42359,amazon'da peşin fiyatına 3 taksit!,ee6bd97de26c33c558fd4559536eb09a2e65d5f4ef565d6c4fb61a959d997c51,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.309211+00:00
RIAUD-2fac94749ebb,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,"Zara, Massimo Dutti, Oysho, Bershka, Pull&Bear, Stradivarius, Lefties ve Zara Home mağazalarında 1.250 TL ParaPuan!",https://www.qnbcard.com.tr/kampanyalar/zara-massimo-dutti-oysho-bershka-pullandbear-stradivarius-lefties-ve-zara-home-magazalarinda-1250-tl-parapuan-42903,https://www.qnbcard.com.tr/kampanyalar/zara-massimo-dutti-oysho-bershka-pullandbear-stradivarius-lefties-ve-zara-home-magazalarinda-1250-tl-parapuan-42903,"zara, massimo dutti, oysho, bershka, pull&bear, stradivarius, lefties ve zara home mağazalarında 1.250 tl parapuan!",4c3b52f15afa470dbe0b2cc84ef3aa7c0e3620b0bde6468e4fb05a83aa86e87e,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.309530+00:00
RIAUD-3c96174c2dee,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,ZARA’da Peşin Fiyatına 6 Taksit!,https://www.qnbcard.com.tr/kampanyalar/zarada-pesin-fiyatina-6-taksit-42615,https://www.qnbcard.com.tr/kampanyalar/zarada-pesin-fiyatina-6-taksit-42615,zara’da peşin fiyatına 6 taksit!,d78a91185eb3f668bf9c3a9dfc96306693f8e0855ebd672c45309582c090325a,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.309757+00:00
RIAUD-9045b8fe65e7,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Stradivarius’da Peşin Fiyatına 6 Taksit!,https://www.qnbcard.com.tr/kampanyalar/stradivariusda-pesin-fiyatina-6-taksit-42611,https://www.qnbcard.com.tr/kampanyalar/stradivariusda-pesin-fiyatina-6-taksit-42611,stradivarius’da peşin fiyatına 6 taksit!,7d9b76355b653968152a3fa35fafc336d8899cc06b083c233661ef9d7b147dce,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.309973+00:00
RIAUD-8734324d38e8,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Bershka’da Peşin Fiyatına 6 Taksit!,https://www.qnbcard.com.tr/kampanyalar/bershkada-pesin-fiyatina-6-taksit-42609,https://www.qnbcard.com.tr/kampanyalar/bershkada-pesin-fiyatina-6-taksit-42609,bershka’da peşin fiyatına 6 taksit!,93fb2232a94d087ddad2a8cd3309a4e80d9e5103b08e5b16b257e92adbd864bb,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.310232+00:00
RIAUD-6b726996c48d,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Lefties’de Peşin Fiyatına 6 Taksit!,https://www.qnbcard.com.tr/kampanyalar/leftiesde-pesin-fiyatina-6-taksit-42613,https://www.qnbcard.com.tr/kampanyalar/leftiesde-pesin-fiyatina-6-taksit-42613,lefties’de peşin fiyatına 6 taksit!,0fea639abf394e2c2a06609fff575459f9f386e88d3b2adb65b27a6ced205219,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.310453+00:00
RIAUD-9312579d2e40,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Massimo Dutti’de Peşin Fiyatına 6 Taksit!,https://www.qnbcard.com.tr/kampanyalar/massimo-duttide-pesin-fiyatina-6-taksit-42617,https://www.qnbcard.com.tr/kampanyalar/massimo-duttide-pesin-fiyatina-6-taksit-42617,massimo dutti’de peşin fiyatına 6 taksit!,7d110d9eafc1f72df5211910ac023c34709bdde89a6516aabc9d0c5a99c78683,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.310713+00:00
RIAUD-c7cacaece64c,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Biten Kampanyalar,https://www.qnbcard.com.tr/kampanyalar/biten-kampanyalar,https://www.qnbcard.com.tr/kampanyalar/biten-kampanyalar,biten kampanyalar,60cee849223df4ff25a6aa6e6508bf036cd14ce4dc013e10a49d892bb86daa65,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.310934+00:00
RIAUD-a50b5c8375fe,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Taksitli Nakit Avans,https://www.qnbcard.com.tr/ozellikler/nakit-ihtiyaclari-icin/taksitli-nakit-avans,https://www.qnbcard.com.tr/ozellikler/nakit-ihtiyaclari-icin/taksitli-nakit-avans,taksitli nakit avans,dcb2d1061e8d74b2bfd1539134651af39c4daa406e77490236a54b58bfb2eeb3,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.311165+00:00
RIAUD-24f6426536f3,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Sigorta Ürünleri ve Ödeme Güvencesi,https://www.qnbcard.com.tr/ozellikler/ekstra-ozellikler/sigorta-urunleri,https://www.qnbcard.com.tr/ozellikler/ekstra-ozellikler/sigorta-urunleri,sigorta ürünleri ve ödeme güvencesi,036b8862511974ef20b602743f3e0dd4f377319408e359883ff5f42efad5900e,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.311388+00:00
RIAUD-b5b4a39dc1af,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Otomatik Fatura Ödeme,https://www.qnbcard.com.tr/ozellikler/odemeler/otomatik-fatura-odeme,https://www.qnbcard.com.tr/ozellikler/odemeler/otomatik-fatura-odeme,otomatik fatura ödeme,eb7cb9596e2621dcb36eb599fa41a67a258049b75eef13b766a3b96c7290b729,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.311625+00:00
RIAUD-01022430d1e5,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,SGK & Vergi Ödemeleri,https://www.qnbcard.com.tr/ozellikler/odemeler/sgk-and-vergi-odemeleri,https://www.qnbcard.com.tr/ozellikler/odemeler/sgk-and-vergi-odemeleri,sgk & vergi ödemeleri,d3ea9ba5caf50d7ebcbb223cfa45a8a0d012eb13411c4bf6f7bc31ade8463bf3,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Medium,False,Tarih yok; varsayılan kapıdan geçmedi,,2026-06-16T12:41:29.311936+00:00
RIAUD-3d29d9c0af7a,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,TaksitKolay,https://www.qnbcard.com.tr/ozellikler/kolay-odeme-rehberi/taksitkolay,https://www.qnbcard.com.tr/ozellikler/kolay-odeme-rehberi/taksitkolay,taksitkolay,0b9e4b3006705dfc6d73fcaf3beff44242cdd9ac24bf3390d46a159fc9e69bda,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.312220+00:00
RIAUD-b94070a228a8,RUN-20260616124128,QNB Finansbank,REG-062,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,Ekstre Taksit,https://www.qnbcard.com.tr/ozellikler/kolay-odeme-rehberi/ekstretaksit,https://www.qnbcard.com.tr/ozellikler/kolay-odeme-rehberi/ekstretaksit,ekstre taksit,1aec4cffa29cf1d6cfb99b2020f710c459bb81e4a9ae9c0c4e1e5264f074be32,,,,,,Belirsiz,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,Poor,False,title_too_short,,2026-06-16T12:41:29.312485+00:00
